publish_date,headline,main_text,media
2022-09-01,US orders Nvidia and AMD to stop selling AI chips to China,"Two of America’s top chipmakers have been ordered to stop selling some of their technology to China that can be used for artificial intelligence. Nvidia         (NVDA) and AMD         (AMD) said Wednesday that they had been told by the US government to halt exports of certain high-performance chips to the world’s second largest economy. In a regulatory filing, Nvidia said that it had been told by US officials that the requirement was due to a potential risk of the products being used by, or diverted to, a “military end user.” The restrictions cover Nvidia’s A100 and forthcoming H100 integrated circuits, and any systems that include them, effective immediately, it said. The move threatens to upend $400 million worth of business for Nvidia, according to the filing. That’s roughly what the California-based tech giant projected last week in potential sales to China, which could be affected by the new requirement, it said in the filing. Nvidia shares tumbled 6.6% in after-hours trading Wednesday, while AMD stock was down 3.7%. In a statement to CNN Business, Nvidia said it was working with “customers in China to satisfy their planned or future purchases with alternative products and may seek licenses where replacements aren’t sufficient.” AMD, which is also headquartered in California, told CNN Business it had also been given new requirements by the US Department of Commerce that will hit shipments of its MI250 integrated circuits to China. “At this time, we do not believe that shipments of MI100 integrated circuits are impacted by the new requirements,” it said, referring to another line of components. “We do not currently believe it is a material impact on our business.” The new rules are a reminder of how US-China tensions remain high over business and tech. Last week, a rare agreement between the two countries on auditing US-listed Chinese companies had suggested a breakthrough in relations, but experts have warned the deal will do little to resolve other key issues. The new mandate for chipmakers also covers a ban in exports to Russia, Nvidia and AMD noted. Both companies said they do not currently sell any products to Russia.",CNN
2023-08-23,Nvidia set the market alight last quarter. Can it repeat the trick?,"Artificial intelligence darling Nvidia’s upcoming earnings report could be a boost or a drag on a market already mired in the summer doldrums. Analysts expect the chipmaker to post second-quarter profit of $2.09 a share and revenue of about $11.2 billion after the closing bell on Wednesday, according to Refinitiv. What’s happening? Nvidia shares have been on a tear this year as the popularity of artificial intelligence has surged. The company produces chips that power generative AI, the type of artificial intelligence capable of creating new content including text, images and other media — and which forms the foundation of ChatGPT and several other buzzy AI services. When Nvidia reported first-quarter results, its earnings and sales shattered expectations. CEO Jensen Huang said during the post-earnings conference call in May that the company is ramping up its supply to meet “surging demand.” An upbeat earnings report from Nvidia could help lift the broader market, says Phillip Toews, chief executive officer at Toews Asset Management. That’s because Nvidia is the poster child of the AI enthusiasm that’s helped power stocks into a bull market, even as the US Federal Reserve has continued to hike interest rates in its battle against inflation. Shares of Nvidia have surged an eye-popping 212% this year, leading the gains in the “Magnificent Seven” stocks — which also include Alphabet, Amazon, Apple, Meta, Microsoft and Tesla. Nvidia reached a $1 trillion market cap in May, becoming the ninth company to achieve that milestone. Tech stocks rose on Monday, indicating optimism among investors about Nvidia’s earnings. The tech-heavy Nasdaq Composite index on Monday gained 1.6%, marking its biggest one-day jump this month and stalling the recent sell-off in tech stocks. “Expectations for the high values of tech to run out of gas after the blistering first half, and the rest of the market to see a partial catchup … has yet to occur,” wrote Louis Navellier, chairman of Navellier & Associates, in a Tuesday note. Can the tech rally last? Tech stocks faltered somewhat on Tuesday, as weak retail earnings and elevated Treasury yields put pressure on stocks. Investors tend to favor bonds when yields are attractively high. Still, the Nasdaq Composite was the only major index to finish Tuesday’s trading session positive, albeit by a small margin. Nvidia shares have risen roughly 5% so far this week, Tesla 8%, Meta 2% and Apple 2%. “We expect a bullish outlook from Nvidia that should be the fuel in the engine to continue this tech rally into the rest of the year,” wrote Dan Ives, tech analyst at Wedbush Securities, in a note on Monday. But any weakness in Nvidia’s earnings could send its shares and other tech names lower. Nvidia’s quarterly results aren’t the only risk to markets this week. Federal Reserve Chair Jerome Powell will deliver a speech at the Kansas City Fed’s annual economic symposium in Jackson Hole, Wyoming, on Friday. Last year, his reiteration of the Fed’s commitment to tamping down inflation sent the Dow Jones Industrial Average index plummeting 1,000 points. US home buyers have a new challenge in addition to mortgage rates above 7%, reports my colleague Anna Bahney. Prices are rising again, reversing five months of year-over-year declines, according to a National Association of Realtors report released Tuesday. The median existing home price was $406,700 last month, up 1.9% from a year ago. It was the highest price for the month of July on record. Prices rose in the Northeast, Midwest and South but were unchanged in the West, the NAR report found. Prices were pushed up by the stubbornly low inventory of homes on the market — just 1.11 million existing homes were available to buy at the end of July, down 14.6% from a year ago. It was the lowest number of homes for sale on record for the month of July, which is typically one of the busiest months for buying and selling in the year. Homeowners are refusing to sell and are hunkering down with their ultra-low mortgage rates that are at least half the current rates, which are at their highest level in 21 years. Read more here. Threads users, rejoice. The app rolled out its highly anticipated web version Tuesday, reports my colleague Clare Duffy. The update — perhaps the most requested by users since Threads’ mobile-only launch last month — puts the new platform one step closer to recreating the functions offered by rival X, the platform formerly known as Twitter, and could help reignite user growth following a sluggish period. Parent company Meta Platforms says Threads users will soon be able to log in, post, view and interact with other posts via a browser on a desktop computer, as the web version rolls out to users in the coming days. The company says it plans to add more desktop features. In an early access test of some of the web-based features, CNN was able to post on the platform but could not yet scroll the home feed. Read more here. US home prices rise after 5 months of declines. Meta’s Threads is finally available on desktop.",CNN
2024-02-22,Nvidia CEO climbs billionaire list as company stock price skyrockets,"Nvidia CEO Jensen Huang’s wealth saw a major boost on Thursday as the company he cofounded in 1993 surged in value. Now ranked by Bloomberg as the 21st richest person in the world, Huang expanded his wealth by as much as $8.5 billion on Thursday alone as his company’s stock price bumped up 15% in value during morning trading. Huang, 61, is now worth an estimated $68.1 billion, passing Charles Koch and rapidly gaining on members of the Walton family, who own Walmart, which has a roughly $471 billion market cap. The list is topped by the Elon Musk, Bernard Arnault and Jeff Bezos. Huang has been at the helm of Nvidia since its beginning, serving as co-founder, CEO, president and board member. He owns around 3% of the company. The Taiwanese-born tech leader attended Oregon State University and Stanford University before working at now-competitor chip company LSI Logic and Advanced Micro Devices (AMD) and then launching Nvidia with Chris Malachowsky and Curtis Priem. Malachowsky remains at Nvidia, while Priem left the company in the early 2000s. Nvidia, now one of the largest companies on the stock market valued at just under $2 trillion, led gains Thursday after reporting extraordinary earnings growth, fueled by the artificial intelligence boom. Huang said in a statement on Wednesday evening that generative AI has now “hit the tipping point.” “Demand is surging worldwide across companies, industries and nations,” he added. His words led to an explosive morning on Wall Street Thursday, a rapid reversal from earlier in the week when the company logged its worst day since October. Profits of the chipmaker grew to nearly $12.3 billion in the three months ended January 28 — up from $1.4 billion in the year-ago quarter, a gain of 769% year-over-year and even stronger growth than Wall Street analysts had expected. That result helped bring the company’s full-year profits up more than 580% from the year earlier. Other chipmakers benefited from Nvidia’s good news. Shares of AMD (AMD) were 11% higher on Thursday and Microsoft (MSFT) rose 2%. Nvidia is crucial to the burgeoning AI space. The American chipmaker accounts for around 70% of AI semiconductor sales in the world. It is unmatched in producing processors that power artificial intelligence systems, including for generative AI, the buzzy new technology that can create text, images and other media. Nvidia’s growth was highlighted in its earnings, even as Meta, Amazon, IBM and Microsoft have all begun producing some of their own chips, according to Dan Morgan, vice president at Synovus Trust Company. Sales from the company’s core data center business grew 409% year-over-year to a record $18.4 billion in the fourth quarter, thanks to partnerships with infrastructure giants like Google, Amazon and Cisco. But the company’s soaring stock price over the past year — shares grew around 230% in 2023 — means Nvidia is now deeply important to the broader market, too. In a note on Tuesday, Goldman Sachs analysts called Nvidia “the most important stock on planet earth.” CNN’s Clare Duffy and Nicole Goodkind contributed to this report.",CNN
2020-09-14,SoftBank is selling British chipmaker ARM to Nvidia for $40 billion,"Nvidia is buying British chipmaker ARM from SoftBank for as much as $40 billion — a total that would make it the largest semiconductor deal ever. The agreement, announced Sunday, will be financed through a mix of cash and stock, the companies said in a joint statement. The move would allow Nvidia         (NVDA) — which mainly makes graphics processors for computer games and self-driving cars — to become an industry leader across more connected devices, including smartphones, PCs, robotics and 5G, CEO Jensen Huang wrote in a letter to employees Sunday. ARM designs chips used by Apple         (AAPL) and other major smartphone makers. The firm is based in Cambridge and is known as one of Britain’s most successful tech companies. Nvidia said Sunday that it plans to keep Arm’s headquarters in Cambridge, as well as expand its campus with a new research facility. “ARM’s business model is brilliant. We will maintain its open-licensing model and customer neutrality, serving customers in any industry, across the world, and further expand ARM’s [intellectual property] licensing portfolio,” Huang wrote. The deal is likely to come under significant scrutiny in the United Kingdom, where some politicians are concerned about preserving jobs at ARM. Nvidia’s rivals — which purchase chip designs from ARM — are also likely to object. The prime minister’s official spokesperson said Monday that the UK government will not hesitate to investigate any takeover that could have a major impact on the country. The deal comes four years after SoftBank bought ARM for $32 billion, marking the largest foreign takeover by a Japanese firm at the time. SoftBank has been working to divest assets in recent months as the conglomerate looks to raise cash in response to the coronavirus pandemic. In March, it announced a plan to sell $41 billion worth of assets, and last month it doubled down with a partial sale of its stake in its Japanese mobile carrier affiliate. SoftBank shares in Tokyo were up nearly 9% Monday following the news. The Financial Times also reported Monday that SoftBank is reconsidering a plan to privatize the company. SoftBank declined to comment on the report. “The combination is likely to lift SoftBank’s share price in Tokyo,” wrote Jeffrey Halley, senior market analyst for Asia Pacific at Oanda, in a note to clients. If the ARM deal goes through, it will be the semiconductor industry’s biggest-ever deal, topping Avago’s acquisition of Broadcom in 2015, according to Dealogic. Under the agreement, Nvidia will pay about $12 billion in cash and $21.5 billion in stock. SoftBank will receive a stake of less than 10% in Nvidia, and the Japanese company will also be eligible for a payout of up to $5 billion if ARM meets “specific financial performance targets,” according to SoftBank. The company did not disclose the targets. The deal is expected to close within 18 months. It will first have to pass regulatory approvals from the United Kingdom, the European Union, the United States and China. — Luke McGee and Charles Riley contributed to this report. Another asset sale for SoftBank.",CNN
2023-12-06,Nvidia is developing new chips for China to comply with US export curbs,"Nvidia is working closely with the US government to ensure new chips for the Chinese market are compliant with export curbs, CEO Jensen Huang said on Wednesday. The California-based artificial intelligence chip designer has commanded more than 90% share of China’s $7 billion AI chip market, but analysts have said new U.S. curbs on chip exports are likely to create opportunities for Chinese rivals to make inroads. Reuters last month reported Nvidia (NVDA) had told customers in China it was delaying the launch of a new China-focused AI chip until the first quarter of next year. Huang declined to confirm the Reuters article. “Nvidia has been working very closely with the US government to create products that comply with its regulations,” Huang told a news conference in Singapore. “Our plan now is to continue to work with the government to come up with a new set of products that comply with the new regulations that have certain limits.” He added Nvidia needs to seek the advice of the market and the process is ongoing, adding that Huawei was a “formidable” competitor. Nvidia warned during its November earnings that it expects a steep drop in fourth-quarter sales in China in the wake of the new U.S. rules. Huang noted that China’s revenue contribution to Nvidia has been traditionally around 20% but it was hard to predict how much that would change with the new U.S. export restrictions. Separately, he said Nvidia was in talks with Singapore about potential big investments and working with the city-state to help develop its own large language model, Sealion. Singapore’s Infocomm Media Development Authority (IMDA) announced on Monday a S$70 million ($52 million) initiative to develop Southeast Asia’s first large language model. Huang noted Singapore had a vibrant AI ecosystem and its role as a major data center for many Asian markets.",CNN
2024-03-07,"Move over, Nvidia. Investors are obsessed with this AI stock you may never have heard of","A version of this story first appeared in CNN Business’ Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the same link. Nvidia isn’t the only stock capturing the attention of AI enthusiasts these days. Nvidia is undoubtedly the poster child for artificial intelligence. Shares of the American chipmaker have soared roughly 277% over the last 12 months, helping drive a powerful bull market that’s led stocks to record highs. Nvidia closed above a $2 trillion market cap on March 1, joining an elite cohort including Apple and Microsoft. But there’s another AI-related stock that has quietly logged eye-popping gains. Shares of Super Micro Computer (SMCI) have surged about 296% so far in 2024, following a 246% jump in 2023. Supermicro’s stock gained even more momentum in January, after the company reported second-quarter results that blew past expectations and raised its full-year revenue forecast. Supermicro’s stock was one of the most popular names bought by Charles Schwab clients in February, according to the firm’s latest trading activity index. The server producer counts Nvidia (NVDA) and Advanced Micro Devices among its customers. Its stock had risen at a breakneck pace even before last year’s bull market. The shares jumped roughly 87% in 2022, while other tech names and the broader market got pummeled as the Federal Reserve raised interest rates aggressively to bring down wayward inflation. Supermicro’s runaway gains are indicative of the burgeoning demand for high-quality infrastructure to support AI chips, after the creation of OpenAI’s ChatGPT in November 2022 kickstarted a race among tech behemoths to develop generative AI platforms and tools. Nvidia has been the biggest beneficiary of the AI boom. The chipmaker, which produces processors that power AI systems, reported last month that its full-year profits grew more than 580% from the prior year. “Everyone’s looking for something that looks and smells and tastes like Nvidia. … [Supermicro] is exactly that,” said Victoria Bills, chief investment strategist at Banrion Capital Management. Supermicro has a market cap of roughly $63 billion, up from $5 billion just a year ago. The stock is set to join the benchmark S&P 500 index at its next quarterly rebalance. Wall Street thinks it has more room to run. Bank of America analysts initiated coverage on Supermicro last month with a “buy” rating and price objective of $1,040, which the stock has already surpassed, closing at $1,124.70 a share on Wednesday. Wells Fargo and Goldman Sachs analysts also recently initiated coverage. “The company’s willingness to experiment with different combination of components, its close proximity to leading semiconductor companies in San Jose and the fact that a majority of its manufacturing is in the United States is a competitive advantage,” wrote BofA analysts in a February 15 report. Beleaguered regional lender New York Community Bank is receiving a more than $1 billion equity investment, reports my colleague Elisabeth Buchwald. The majority of the investment, $450 million, is coming from former Treasury Secretary Steven Mnuchin’s firm, Liberty Strategic Capital. The remaining sum will come from Hudson Bay Capital, Reverence Capital Partners, Citadel Global Equities and “other institutional investors and certain members of the Company’s management,” according to an announcement NYCB made Wednesday afternoon. The bank’s stock plunged more than 40% earlier on Wednesday after The Wall Street Journal reported that the bank was seeking a major cash infusion. After the deal was announced, the stock shot up 31% but those gains quickly leveled off. Ultimately, shares of NYCB closed 7% higher for the day after trades settled. The money “provides a lifeline,” David Chiaverini, managing director of equity research at Wedbush Securities, told CNN. In addition to the investment, NYCB announced Joseph Otting, a former comptroller of the currency, will replace Alessandro DiNello as CEO. DiNello, who was named CEO less than a week ago, will now become non-executive chairman. Read more here. UK finance minister Jeremy Hunt announced a tax cut for workers Wednesday as he unveiled what is likely to be the government’s last budget before a general election later this year, reports my colleague Hanna Ziady. Hunt cut national insurance — a levy paid by people who work — by two percentage points. That means an additional £450 ($572) a year for the average employee or £350 for someone who is self-employed. It’s the second such cut in a matter of months. “If we want to encourage hard work, we should let people keep as much of their own money as possible,” Hunt said. But soaring UK government debt, crumbling public services and a lackluster economy left the chancellor with very little room for further substantial giveaways. The economy barely grew in 2023, slipping into recession at the end of the year in stark contrast with Prime Minister Rishi Sunak’s pledge to generate growth. In 2024, the Bank of England sees output expanding just 0.25%, while the International Monetary Fund has forecast growth of 0.6%. Hunt’s Conservative Party is trailing the opposition Labour Party by a wide margin in opinion polls, which had put him under enormous pressure to unveil tax cuts — however small — in a last-ditch bid to win voters. Read more here. New York Community Bank gets $1 billion ‘lifeline’. Cash-strapped Britain cuts taxes for workers as election looms.",CNN
2023-06-29,Nvidia says US curbs on AI chip sales to China would cause ‘permanent loss of opportunities’,"Nvidia warned Wednesday that if the United States imposes new restrictions on the export of AI chips to China, it would result in a “permanent loss of opportunities” for US industry. The company’s chief financial officer, Colette Kress, said she didn’t anticipate any “immediate material impact” but tighter curbs would impact earnings in the future. US officials plan to tighten export curbs announced in October to restrict the sale of some artificial-intelligence chips to China, according to multiple media reports, including the Wall Street Journal and Financial Times. Washington has ramped up efforts to cut China off from key technologies that can support its military. The US Department of Commerce has not replied to a CNN request for comment. The rules, as reported, could make it harder for companies like Nvidia         (NVDA) to sell advanced chips to China. Fueled by a boom in demand for its AI chips, the company briefly hit a market capitalization of $1 trillion in late May. “We are aware of reports that the US Department of Commerce is considering further controls that may restrict exports of our A800 and H800 products to China,” Kress told an investment conference. “Over the long-term, restrictions prohibiting the sale of our datacenter GPUs to China, if implemented, would result in a permanent loss of opportunities for US industry to compete and lead in one of the world’s largest markets and impact on our future business and financial results,” she said. GPUs refer to graphics processing units, which are chips or electronic circuits capable of rendering graphics for display on electronic devices. “Given the strength of demand for our products worldwide, we do not anticipate that such additional restrictions, if adopted, would have an immediate material impact on our financial results. We do not anticipate any immediate material impact on our financial results,” Kress added. Last October, the Biden administration unveiled a sweeping set of export controls that ban Chinese companies from buying advanced chips and chip-making equipment without a license. The new move is aimed in part at Nvidia’s A800 chip, which the US-based company created following the introduction of last year’s curbs in order to continue to sell to China, Bloomberg reported. China is a key market for Nvidia. Revenues from mainland China and Hong Kong accounted for 22% of the company’s revenue last year, according to its financial statements. On Wednesday, shares of Nvidia slumped as much as 3.2%, before recouping some of the losses. It ended down 1.8%. Chinese AI stocks suffered much heavier losses. Inspur Electronic Information Industry fell by 10%, the maximum allowed, on Wednesday in Shenzhen. It dropped again by 5.3% on Thursday. Chengdu Information Technology of Chinese Academy of Sciences slid 12% on Wednesday. Baidu         (BIDU), which is developing a rival to ChatGPT, sank 4.4% on Thursday in Hong Kong. “The US could ruin China’s AI party,” Jefferies analyst said in a research note. Local chipsets do not have Nvidia’s GPU ecosystem, thus every update may require reworking, resulting in lower efficiency and higher costs. The Biden administration’s chip curbs would be “much more effective” in limiting China’s advances in military power driven by AI than rules restricting US investment in China’s tech sector, the analysts added. China has strongly criticized US restrictions on tech exports, saying earlier this year that it “firmly opposes” such measures. In May, Beijing banned Chinese operators of critical information infrastructure from buying products from Micron Technology         (MU), in apparent retaliation against sanctions imposed by Washington and its allies on the country’s chip sector.",CNN
2024-02-21,AI boom drove Nvidia profits up 580% last year,"Last year was a breakout year for artificial intelligence, and no company benefited from the trend quite like chipmaker Nvidia. Earnings released on Wednesday show Nvidia’s profits grew to nearly $12.3 billion in the three months ended January 28 — up from $1.4 billion in the year-ago quarter, a gain of 769% year-over-year and even stronger growth than Wall Street analysts had expected. That result helped bring the company’s full-year profits up more than 580% from the year earlier. Nvidia also posted fourth quarter revenue gains of 265% year-over-year, also exceeding analyst projections, as the company continues to ride the wave of massive AI investment. “Demand is surging worldwide across companies, industries and nations,” CEO Jensen Huang said in a statement Wednesday. In a call with analysts following the report, Huang compared the broad adoption of AI technology to the start of a new industrial revolution. Nvidia is crucial to the burgeoning AI space. The American chipmaker is unmatched in producing processors that power artificial intelligence systems, including for generative AI, the buzzy new technology that can create text, images and other media. Nvidia accounts for around 70% of AI semiconductor sales, even as Meta, Amazon, IBM and Microsoft have all begun producing some of their own chips, according to Dan Morgan, vice president at Synovus Trust Company. Sales from the company’s core data center business grew 409% year-over-year to a record $18.4 billion in the fourth quarter, thanks to partnerships with infrastructure giants like Google, Amazon and Cisco. But the company’s soaring stock price over the past year — shares grew around 230% in 2023 — means Nvidia is now deeply important to the broader market, too. In a note on Tuesday, Goldman Sachs analysts called Nvidia “the most important stock on planet earth.” Nvidia was the top performing S&P 500 stock in 2023. Nvidia’s shares jumped nearly 7% in after-hours trading following Wednesday’s report. But some shareholders worry that massive growth can’t last forever. And US restrictions introduced last year on exports of advanced AI chips to China, which affected products like Nvidia’s H800 and A800 chips, threaten to choke off access to a massive and fast-growing market. The company acknowledged that data center sales to China “declined significantly” in the January quarter because of the restrictions, although other regions nonetheless contributed to strong growth in the unit. “However, if Nvidia does not find a long-term workaround to the restrictions, it could start to trickle down into future growth,” Morgan said in emailed commentary ahead of Wednesday’s report. Nvidia executives said on the earnings call that the company has already begun shipping alternative chips to China that don’t violate the restrictions. CFO Colette Kress said China represented a mid-single-digit percentage of its overall data center business in the fourth quarter and is expected to remain in a similar range in the current quarter. Despite the China jitters, others on Wall Street believe the company still has plenty of room to run. “The outlook for Nvidia is positive as AI chip competition from Intel, AMD, Meta and Microsoft could be months away while demand for Nvidia chips is only surging,” Insider Intelligence senior analyst Gadjo Sevilla said in a note earlier this week. For now, the company says demand for its advanced AI chips continues to “exceed supply,” Kress said on Wednesday’s call. “Building and deploying AI solutions has reached virtually every industry.” Ensuring that supply meets the booming demand may be a challenge for the company as it heads into this year. However, the company’s “cycle times are improving … overall, our supply is increasing very nicely,” Huang said. The company said Wednesday that it projects revenue for the current quarter to come in around $24 billion, which would mark a 233% increase from the year-ago quarter and is ahead of what Wall Street had expected.",CNN
2023-05-25,AI chip boom sends Nvidia’s stock surging after whopper of a quarter,"The AI boom is here, and Nvidia is reaping all the benefits. Shares of Nvidia         (NVDA) exploded 28% higher Thursday after reporting earnings and sales that surged well above Wall Street’s already lofty expectations. That was enough to make investors temporarily forget about America’s dangerous debt ceiling standoff, sending the broader stock market higher — even after credit rating agency Fitch warned late Wednesday that America could soon lose its sterling AAA debt rating. Nvidia makes chips that power generative AI, a type of artificial intelligence that can create new content, such as text and images, in response to user prompts. That’s the kind of AI underlying ChatGPT, Google’s Bard, Dall-E and many of the other new AI technologies. “The computer industry is going through two simultaneous transitions — accelerated computing and generative AI,” said Jensen Huang, Nvidia’s CEO, in a statement. “A trillion dollars of installed global data center infrastructure will transition from general purpose to accelerated computing as companies race to apply generative AI into every product, service and business process.” Huang said Nvidia is increasing supply of its entire suite of data center products to meet “surging demand” for them. Last quarter, Nvidia’s profit surged 26% to $2 billion, and sales rose 19% to $7.2 billion, each easily surpassing Wall Street analysts’ forecasts. Nvidia’s outlook for the current quarter was also significantly — about 50% — higher than analysts’ predictions. Nvidia’s stock is up nearly 110% this year. “There is not one better indicator around underlying AI demand going on … than the foundational Nvidia story,” said Dan Ives, analyst at Wedbush. “We view Nvidia at the core hearts and lungs of the AI revolution.”",CNN
2023-08-23,Nvidia’s quarterly sales double on the back of AI boom,"The artificial intelligence boom continues to fuel a blockbuster year for chipmaker Nvidia. Nvidia’s stock jumped as much as 9% in after-hours trading Wednesday after the Santa Clara, California-based company posted year-over-year sales growth of 101%, to $13.5 billion for the three months ended in July — a new record for the company. The results were even stronger than the $11.2 billion in revenue that Wall Street analysts expected. The company’s non-GAAP adjusted profits grew a stunning 429% from the same period in the prior year to $2.70 per share, also beating analysts’ expectations. GAAP stands for generally accepted accounting principles. Nvidia expects revenue to be even higher in the current quarter: forecasting revenue of $16 billion for its fiscal third quarter. “Demand for our data center platform for AI is tremendous and broad-based across industries and customers.” Nvidia’s chief financial officer Colette Kress said on the company’s earnings conference call about the forecast. Nvidia’s stock has climbed by just over 220% since the start of this year amid a surge in the popularity of and demand for artificial intelligence technology. The American chipmaker produces processors that power generative AI, technology that can create text, images and other media — and which forms the foundation of buzzy new services such as ChatGPT. Nvidia also announced that its board authorized a $25 billion share buyback program. Buyback programs can signal that a company’s management believes its stock is currently undervalued. “A new computing era has begun. Companies worldwide are transitioning from general-purpose to accelerated computing and generative AI,” Nvidia CEO Jensen Huang said in a statement, adding that the company is working with “Leading enterprise IT system and software providers … to bring NVIDIA AI to every industry.” “The race is on to adopt generative AI,” he said. Huang had said following the company’s May earnings report that the firm was ramping up its supply to meet “surging demand.” “Nvidia’s hardware has become indispensable to the AI-driven economy,” Insider Intelligence senior analyst Jacob Bourne said in emailed commentary. “The pressing question is whether Nvidia can consistently exceed the now-higher expectations.” The chipmaker’s gaming division, once its main business, grew to $2.5 billion — an 11% increase from the previous quarter and a 22% jump year-over-year. “We believe global demand has returned to growth after last year’s slowdown,” Kress said of Nvidia’s gaming unit. However, not all of Nvidia’s businesses grew. Second-quarter revenue for the chipmaker’s professional visualization unit, which makes high-end graphics, was $379 million, down 24% from one year ago.",CNN
2023-08-24,Why Wall Street’s obsession with a company you probably never heard of is sending stocks surging,"The stock market has boomed this year, and one big reason is a company without much name recognition — unless you’re a hard core video gamer. Nvidia (NVDA) has surged 222% this year, including a 3% bump Thursday following super impressive earnings. Although it’s been known for graphics processors, Nvidia has now become almost synonymous with AI, after successfully diving head-first into the production of the type of microchip that powers the promising technology. Demand has outpaced supply, making Nvidia the hottest of hot stocks: It’s leading the S&P 500 this year by a mile, and is now one of only a handful of companies with a market capitalization of more than $1 trillion. Investor enthusiasm for AI has also helped boost other tech stocks. Meta is up 144% this year, and the tech-heavy Nasdaq has grown 31%. But Nvidia is by far the most sought-after AI stock. The American chipmaker produces the building blocks of generative artificial intelligence (think ChatGPT and the like). The Santa Clara, California-based company posted year-over-year sales growth of 101% in the second quarter. Revenue went from $6.7 billion in the second quarter last year to $13.5 billion this year. The results were even stronger than the $11.2 billion in revenue that Wall Street analysts expected. This is the second time in a row that Nvidia’s quarterly earnings have blown past expectations. Its success is beginning to provide assurances that the AI gold rush is not just a flash in the pan. AI enthusiasm has helped power stocks into a bull market, even as the Federal Reserve has continued to hike interest rates in its battle against inflation. “Nvidia’s hardware has become indispensable to the AI-driven economy,” Insider Intelligence senior analyst Jacob Bourne said in an email following the blockbuster earnings report. “The pressing question is whether Nvidia can consistently exceed the now-higher expectations.” It shouldn’t have too much let-up: Demand for generative AI will remain robust over the next two years as apps for the new technology explode and become broadly deployed across companies, said Raj Joshi, senior vice president for Moody’s Investors Service, in a note to investors.",CNN
2012-04-27,"Maingear Annouces 11-inch Gaming Notebook, Filling Niche Abandoned by Alienware","Poor Alienware M11x, we hardly knew ye. After two years, Alienware officially discontinued the Alienware M11X gaming laptop earlier this month. However, the good news is that Maingear has announced its own 11-inch gaming notebook. According to Engadget, the 11.6-inch Maingear Pulse 11 has some intriguing specs such as an Ivy Bridge processor, Nvidia GeForce GT650M with 2GB of VRAM and an Intel GMA HD GPU under its petite hood. Other specs include 1366 x 768 LED-backlit display, USB 3.0, HDMI out, 320GB HDD with up to 16GB of RAM. Expect to shell out at least $1,099 for the Core i5 starting configuration. It still remains to be seen if gamers are clamoring for a serious gaming rig in an 11.6-inch form factor, but Maingear will make its case on June 3 when the first models begin shipping.",FoxNews
2015-10-06,"Microsoft Debuts Surface Book, a 13-Inch Laptop","Microsoft today debuted the Surface Book, a 13-inch two-in-one laptop—the first laptop ever built by the company itself. With 12 hours of battery life, the latest Intel Core processors, NVIDIA graphics, and a 3000 x 2000-resolution display, the Surface Book will start at $1,500. It will be available on October 26, but can be pre-ordered on October 7. Microsoft says it built the 1.6-pound Surface Book to be ""pushed"" to its max power by gamers, architects, and other demanding users. The company also emphasizes the typing experience, with a backlit keyboard that has 1.6mm of travel, and a glass trackpad. And there's also a new version of Microsoft's two-in-one tablet. The Surface Pro 4 is thinner and more powerful than the prior model. The display's a bit bigger at 12.3 inches, but the tablet size remains the same. And it incorporates sixth-gen Intel processors. The Surface Pen was updated as well. Its 1,024 levels of pressure should make ""ink"" flow feel and look more natural. Look as well for a couple of new Lumia phones from Microsoft. Starting at $550 and available in November, the Lumia 950 and 950XL have 5.2- and 5.7-inch displays. The 20-megapixel camera has a flash that's optimized to reduce red eye, and its own dedicated button. There's also a new version of Microsoft Band activity tracker, which now integrates Cortana and includes a barometer for measuring elevation. The screen uses Gorilla Glass. The new version will be available October 30, and can be pre-ordered today for $250. Finally, the company talked about updates to Xbox One, which will get a new controller this holiday season, as well as a TV app. And it demonstrated Project XRay, a ""mixed-reality"" prototype game for Microsoft's upcoming HoloLens hardware. The game customizes itself to the room you're in, and includes ""wearable"" holograms, such as armor you can place on your body. Copyright © 2005-2015 Consumers Union of U.S., Inc. No reproduction, in whole or in part, without written permission. Consumer Reports has no relationship with any advertisers on this site.",FoxNews
2012-09-06,"Amazon Launches Kindle Fire HD: 8.9-inch, 1920 x 1200 Display","Amazon is going big with the Kindle Fire HD. This 8.9-inch tablet has a resolution of 1920 x 1200 (224 pixels per inch). The tablet will have a thickness of 8.8mm. Its IPS display also has Advanced True Wide Polarizing Filter, meaning that you'll be able to see it from many angles. Jeff Bezos said that the Fire HD's OMAP 4470 processor will more than outperform the Nvidia Tegra 3 processor. Additionally, the dual stereo speakers and Dolby Digital Plus audio technology means that things should sound a lot better coming out of the Fire HD. The Fire HD will also have a 2.4 and 5GHz 802.11 Wi-Fi with dual antennas and MIMO technology, meaning that it should be able to stream high-def content much better than other tablets. All this means that the Fire HD will have 41 percent faster Wi-Fi than the iPad. The Fire HD will have 16GB of onboard memory to start. Developing...",FoxNews
